Hello World
school,prefix,ip,model,sysname,location,MAC,serial
Edinburgh Family Support Centre Liberton,CORP,10.147.20.8,,C-0178-SW-2960-01,Unknown,00:26:CA:0F:68:80,
======= Edinburgh Family Project (ex-Ferniehill YPC) Liberton
Edinburgh Family Project (ex-Ferniehill YPC) Liberton,CORP,10.147.36.8,,C-0221-SW-2960-01,Unknown,00:26:98:CF:48:00,
======= Emergancy Planning
======= Ferrylee Residental Care Home
Ferrylee Residental Care Home,CORP,10.163.36.8,,C-0210-SW-2960-01,Unknown,30:37:A6:DD:1C:00,
======= Firhill Respite Unit [50]
Firhill Respite Unit [50],CORP,10.145.8.8,,C-1521-SW-2960-01,Unknown,3C:DF:1E:D6:01:00,
======= Firrhill Day Centre
Firrhill Day Centre,CORP,10.145.12.8,,C-0208-SW-2960-01,Unknown,30:37:A6:A0:0B:00,
======= Fords Road
Fords Road,CORP,10.139.60.8,,C-0249-SW-2960-01,Unknown,30:37:A6:C4:B5:80,
======= Fort Shared Services - Data (Site ID 0077)
Fort Shared Services - Data (Site ID 0077),CORP,10.163.56.8,,C-0077-SW-2960-01,Unknown,DC:A5:F4:02:34:00,
Fort Shared Services - Data (Site ID 0077),CORP,10.163.56.9,,C-0077-SW-2960-02,Unknown,F8:4F:57:E6:F9:00,
======= Fort Shared Services - Voice (Site ID 0077)
Fort Shared Services - Voice (Site ID 0077),CORP,10.163.58.8,,C-0077-SW-2960-01,Unknown,DC:A5:F4:02:34:00,
Fort Shared Services - Voice (Site ID 0077),CORP,10.163.58.9,,C-0077-SW-2960-02,Unknown,F8:4F:57:E6:F9:00,
======= Gilmerton EYC Liberton
======= Glenallan
Glenallan,CORP,10.147.56.8,,C-0236-SW-2960-01,Unknown,30:37:A6:AC:78:00,
======= Granton Early Years Centre
======= Greendykes Childrens Centre
======= Greendykes YPC Liberton
Greendykes YPC Liberton,CORP,10.147.40.8,WS-C2960-24TC-S,C-0222-SW-2960-01,Unknown,00:22:0C:B1:7C:00,FOC1223U2E2
======= Grindlay Court data LAN
Grindlay Court data LAN,CORP,10.186.49.8,WS-C3750-48PS-S,C-1501-SW-3750-01,Unknown,00:19:30:15:90:00,CAT1052ZJS9
======= Grindlay Court Voice LAN
Grindlay Court Voice LAN,CORP,10.186.50.8,WS-C3750-48PS-S,C-1501-SW-3750-01,Unknown,00:19:30:15:90:00,CAT1052ZJS9
======= H&SC Equipment Stores - Prestonfield Park
======= H&SC Equipment Stores - Prestonfield Park
======= Hailesland Child and Family Centre
======= Hawkhill Site (ID 200)
Hawkhill Site (ID 200),CORP,10.163.20.8,WS-C2950G-24-EI,C-0200-SW-2950-01,,00:13:C3:96:E5:C0,FCZ0917X0AH
======= Hermitage of Braid
======= Hermitage of Braid Voice
======= Hill Street
======= Holyrood Court
Holyrood Court,CORP,10.190.36.8,WS-C2950G-24-EI,C-1399-SW-2950-01,,00:0C:CE:39:4A:80,FOC0715Y164
======= InverLeith Workshop
InverLeith Workshop,CORP,10.163.52.8,,C-1352-SW-2960-01,Unknown,F8:4F:57:3F:9A:00,
======= Jewel House Residential Centre
Jewel House Residential Centre,CORP,10.162.36.8,,C-0250-SW-2960-01,Unknown,30:37:A6:AC:9E:00,
======= Kings Inch Home for older people
Kings Inch Home for older people,CORP,10.147.60.8,,C-1523-SW-2960-01,Unknown,10:8C:CF:23:40:00,
Kings Inch Home for older people,CORP,10.147.60.9,,C-1523-SW-2960-02,Unknown,10:8C:CF:23:68:80,
Kings Inch Home for older people,CORP,10.147.60.10,,C-1523-SW-2960-03,Unknown,10:8C:CF:64:DB:80,
======= Kings Stables Road
======= Lauriston Castle
Lauriston Castle,CORP,10.154.40.8,,C-346-SW-2960-01,Unknown,,
======= Leith Street
Leith Street,CORP,10.186.45.8,WS-C3750-48PS-S,C-0323-SW-3750-01,Unknown,00:1A:A2:2E:54:80,CAT1051ZKRH
Leith Street,CORP,10.186.45.9,WS-C2950G-24-EI,C-0323-SW-2950-01,,00:13:7F:6D:FB:C0,FCZ0910X0N7
======= Leith Street Voice VLAN
Leith Street Voice VLAN,CORP,10.186.46.8,WS-C3750-48PS-S,C-0323-SW-3750-01,Unknown,00:1A:A2:2E:54:80,CAT1051ZKRH
======= Lib_Balerno Library
Lib_Balerno Library,CORP,10.139.12.10,WS-C2950T-24,c-348-sw-2950-02,,00:0D:65:1C:04:C0,FOC0727Z1JC
Lib_Balerno Library,CORP,10.139.12.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Balgreen Library
Lib_Balgreen Library,CORP,10.137.16.10,WS-C2950T-24,c-0348-sw-2950-02,,00:0D:65:1C:1A:40,FOC0727Y1JW
Lib_Balgreen Library,CORP,10.137.16.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Central Library VLAN 10 (Corp)
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.9,FS750T2,,,,Unknown
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.16,WS-C2912MF-XL,cenlib_2914,,00:30:80:45:8F:80,FAA0334L19J
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.17,,,,,
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.18,,,,,
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.19,,,,,
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.20,,,,,
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.21,,,,,
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.22,,,,,
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.24,WS-C2950-12,C-0351-SW-2950-01,Unknown,00:0B:5F:C3:0C:80,FOC0647Z0V9
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.25,WS-C2950G-48-EI,C-0351-2950-Adminstaff,Unknown,00:18:73:67:D7:C0,FCZ1035W0NH
Lib_Central Library VLAN 10 (Corp),CORP,10.186.10.27,WS-C2950G-48-EI,C-0351-2950-01-ITS,,00:0B:BE:F7:13:C0,FOC0652X2H8
======= Lib_Colinton Library
Lib_Colinton Library,CORP,10.145.4.10,WS-C2950T-24,c-352-sw-2950-02,,00:0D:65:15:9A:80,FOC0727Y1D3
Lib_Colinton Library,CORP,10.145.4.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Corstorphine Library
Lib_Corstorphine Library,CORP,10.138.12.10,WS-C2950T-24,c-353-sw-2950-02,,00:0D:65:1C:1A:00,FOC0727Y1KA
Lib_Corstorphine Library,CORP,10.138.12.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Currie Library
Lib_Currie Library,CORP,10.139.16.10,WS-C2950T-24,c-356-sw-2950-02,,00:0D:65:15:7F:40,FOC0727Y1C1
Lib_Currie Library,CORP,10.139.16.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Fountainbridge Library
Lib_Fountainbridge Library,CORP,10.155.4.10,WS-C2950T-24,c-358-sw-2950-02,,00:0D:29:D5:8D:40,FOC0727Y1KJ
Lib_Fountainbridge Library,CORP,10.155.4.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Gilmerton Library
Lib_Gilmerton Library,CORP,10.147.12.10,WS-C2950T-24,c-1336-sw-2950-02,,00:0D:65:1B:FF:C0,FOC0727Z1JB
Lib_Gilmerton Library,CORP,10.147.12.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Granton Library LAN2
Lib_Granton Library LAN2,CORP,10.164.12.10,WS-C2950T-24,c-360-sw-2950-02,,00:0D:65:1C:39:80,FOC0727Z1QA
Lib_Granton Library LAN2,CORP,10.164.12.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Kirkliston Library
Lib_Kirkliston Library,CORP,10.138.16.10,WS-C2950T-24,c-361-sw-2950-02,,00:0D:65:1C:1C:40,FOC0727Y1JU
Lib_Kirkliston Library,CORP,10.138.16.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Leith Library
Lib_Leith Library,CORP,10.163.12.10,WS-C2950T-24,c-0362-sw-2950-01,,00:0D:65:1C:3B:00,FOC0727Y1LR
Lib_Leith Library,CORP,10.163.12.11,WS-C2960-48TC-L,c-0362-sw-2960-01,Unknown,00:23:EA:98:7D:80,FOC1250V8CT
Lib_Leith Library,CORP,10.163.12.12,Unknown,Unknown,Unknown,Unknown,Unknown
Lib_Leith Library,CORP,10.163.12.15,Unknown,Unknown,Unknown,Unknown,Unknown
Lib_Leith Library,CORP,10.163.12.20,FS750T2,,,,Unknown
Lib_Leith Library,CORP,10.163.12.21,Unknown,Unknown,Unknown,Unknown,Unknown
Lib_Leith Library,CORP,10.163.12.23,FS750T2,,,,Unknown
Lib_Leith Library,CORP,10.163.12.25,Unknown,Unknown,Unknown,Unknown,Unknown
Lib_Leith Library,CORP,10.163.12.26,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_McDonald Rd Library
Lib_McDonald Rd Library,CORP,10.190.24.10,WS-C2950T-24,c-365-sw-2950-02,,00:0D:65:1C:20:C0,FOC0727Z1NX
Lib_McDonald Rd Library,CORP,10.190.24.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Moredun Library
Lib_Moredun Library,CORP,10.147.8.10,WS-C2950T-24,c-367-sw-2950-02,,00:0D:65:1C:39:C0,FOC0727Y1LU
Lib_Moredun Library,CORP,10.147.8.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Morningside Library
Lib_Morningside Library,CORP,10.148.4.10,WS-C2950-24,C-0368-SW-2950-01,,00:0B:BE:9E:9E:40,FOC0651Z2RD
Lib_Morningside Library,CORP,10.148.4.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Muirhouse Library
Lib_Muirhouse Library,CORP,10.153.8.10,WS-C2950T-24,c-369-sw-2950-02,,00:0D:65:1B:FA:40,FOC0727Y1F0
Lib_Muirhouse Library,CORP,10.153.8.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Newington Library
Lib_Newington Library,CORP,10.156.4.10,WS-C2950G-24-EI,c-0370-sw-2950-02,,00:0B:FD:08:19:00,FOC0701Y0WT
Lib_Newington Library,CORP,10.156.4.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Oxgangs Library
Lib_Oxgangs Library,CORP,10.146.8.10,WS-C2950T-24,c-371-sw-2950-02,,00:0D:65:1C:17:00,FOC0727Z1N2
Lib_Oxgangs Library,CORP,10.146.8.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Piershill Library
Lib_Piershill Library,CORP,10.162.16.10,WS-C2950T-24,c-372-sw-2950-02,,00:0D:65:1C:2F:40,FOC0727Z1PQ
Lib_Piershill Library,CORP,10.162.16.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Portobello Library
Lib_Portobello Library,CORP,10.162.20.10,WS-C2950T-24,c-373-sw-2950-02,,00:0D:65:15:6D:40,FOC0727Z1JV
Lib_Portobello Library,CORP,10.162.20.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Ratho Library
Lib_Ratho Library,CORP,10.138.20.10,WS-C2950T-24,C-0461-SW-2950-01,Unknown,00:1A:2F:44:EA:80,FCZ110271EU
======= Lib_South Queensferry Library
Lib_South Queensferry Library,CORP,10.154.12.10,WS-C2950T-24,c-377-sw-2950-02,,00:0D:65:1C:18:00,FOC0727Z1NL
Lib_South Queensferry Library,CORP,10.154.12.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Stockbridge Library
Lib_Stockbridge Library,CORP,10.154.16.10,WS-C2950T-24,c-378-sw-2950-02,,00:0D:65:1C:38:C0,FOC0727Z1Q5
Lib_Stockbridge Library,CORP,10.154.16.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Lib_Wester Hailes Library
Lib_Wester Hailes Library,CORP,10.139.24.10,WS-C2950T-24,c-379-sw-2950-02,,00:0D:29:D5:A4:00,FOC0727Y1K3
Lib_Wester Hailes Library,CORP,10.139.24.12,Unknown,Unknown,Unknown,Unknown,Unknown
======= Local Area Co-ordination Team
Local Area Co-ordination Team,CORP,10.189.124.8,,C-1524-SW-2960-01,Unknown,30:37:A6:A0:1F:80,
======= Local_East Local Office (POP - ELO)
Local_East Local Office (POP - ELO),CORP,10.161.40.8,,C-1531-SW-2960-01,Unknown,88:75:56:4A:D1:80,
Local_East Local Office (POP - ELO),CORP,10.161.40.9,,C-1531-SW-2960-02,Unknown,88:75:56:5A:D5:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.10,,C-1531-SW-2960-03,Unknown,88:75:56:9E:11:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.11,,C-1531-SW-2960-04,Unknown,88:75:56:64:8D:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.12,,C-1531-SW-2960-05,Unknown,88:75:56:9A:47:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.13,,C-1531-SW-2960-06,Unknown,88:75:56:53:F7:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.14,,C-1531-SW-2960-07,Unknown,88:75:56:88:81:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.15,,C-1531-SW-2960-08,Unknown,88:75:56:64:86:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.16,,C-1531-SW-2960-09,Unknown,88:75:56:29:E6:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.17,,C-1531-SW-2960-10,Unknown,88:75:56:4B:00:00,
Local_East Local Office (POP - ELO),CORP,10.161.40.18,,C-1531-SW-2960-11,Unknown,88:75:56:4A:FF:80,
Local_East Local Office (POP - ELO),CORP,10.161.40.19,,C-1531-SW-2960-12,Unknown,64:AE:0C:75:92:80,
======= Local_East Local Office Voice
Local_East Local Office Voice,CORP,10.161.42.16,Unknown,Unknown,Unknown,Unknown,Unknown
Local_East Local Office Voice,CORP,10.161.42.17,Unknown,Unknown,Unknown,Unknown,Unknown
Local_East Local Office Voice,CORP,10.161.42.18,Unknown,Unknown,Unknown,Unknown,Unknown
======= Local_North Local Office (POP- NLO) West Pilton Gardens
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.8,WS-C2950G-24-EI,C-0177-SW-2950-01,,00:09:E8:E3:68:40,FHK0625X1EE
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.13,WS-C2950G-24-EI,C-0177-SW-2950-06,,00:14:69:AD:8D:80,FCZ0922Y1P4
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.14,WS-C2950G-24-EI,C-0177-SW-2950-07,,00:17:94:47:CC:80,FCZ1017X10W
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.15,Unknown,Unknown,Unknown,Unknown,Unknown
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.16,Unknown,Unknown,Unknown,Unknown,Unknown
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.19,Unknown,Unknown,Unknown,Unknown,Unknown
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.24,Unknown,Unknown,Unknown,Unknown,Unknown
Local_North Local Office (POP- NLO) West Pilton Gardens,CORP,10.153.2.26,FS750T2,,,,Unknown
======= Local_South Local Office (POP -SLO)
Local_South Local Office (POP -SLO),CORP,10.147.2.8,FS726T,,,,Unknown
Local_South Local Office (POP -SLO),CORP,10.147.2.9,WS-C2950G-48-EI,C-0314-SW-2950-02,,00:09:B7:BB:8A:40,FOC0620X2C0
Local_South Local Office (POP -SLO),CORP,10.147.2.10,WS-C2950G-48-EI,C-0314-SW-2950-03,,00:09:B7:C1:90:00,FOC0620W2SR
Local_South Local Office (POP -SLO),CORP,10.147.2.12,Unknown,Unknown,Unknown,Unknown,Unknown
Local_South Local Office (POP -SLO),CORP,10.147.2.20,WS-C2950G-24-EI,C-0314-SW-2950-SRD,,00:17:94:47:E0:80,FCZ1017X10J
Local_South Local Office (POP -SLO),CORP,10.147.2.26,FS750T2,,,,Unknown
======= Local_South Local Office (POP -SLO) - Data Vlan 30
Local_South Local Office (POP -SLO) - Data Vlan 30,CORP,10.147.4.12,Unknown,Unknown,Unknown,Unknown,Unknown
Local_South Local Office (POP -SLO) - Data Vlan 30,CORP,10.147.4.13,Unknown,Unknown,Unknown,Unknown,Unknown
Local_South Local Office (POP -SLO) - Data Vlan 30,CORP,10.147.4.14,Unknown,Unknown,Unknown,Unknown,Unknown
Local_South Local Office (POP -SLO) - Data Vlan 30,CORP,10.147.4.15,Unknown,Unknown,Unknown,Unknown,Unknown
======= Local_South Local Office - VOIP Vlan 730
Local_South Local Office - VOIP Vlan 730,CORP,10.147.6.12,Unknown,Unknown,Unknown,Unknown,Unknown
Local_South Local Office - VOIP Vlan 730,CORP,10.147.6.14,Unknown,Unknown,Unknown,Unknown,Unknown
Local_South Local Office - VOIP Vlan 730,CORP,10.147.6.15,Unknown,Unknown,Unknown,Unknown,Unknown
======= Local_West Edinburgh Office (POP - WLO)
Local_West Edinburgh Office (POP - WLO),CORP,10.139.2.8,WS-C2950G-24-EI,C-0297-SW-2950-01,,00:09:7C:33:AF:40,FHK0614Y1MJ
